customer_id,recency,frequency,monetary
CS1938,2015-02-21,22,1636
CS1939,2014-09-20,19,1297
CS1940,2014-07-07,25,1800
CS1941,2015-03-02,15,1044
CS1942,2014-12-17,18,1308
CS1943,2015-03-10,20,1459
CS1944,2015-02-27,20,1399
CS1945,2015-01-25,21,1527
CS1946,2015-03-06,22,1581
CS1947,2014-12-18,20,1400
CS1948,2015-01-21,17,1230
CS1949,2015-01-21,26,1989
CS1950,2015-03-15,23,1853
CS1951,2014-11-22,20,1331
CS1952,2014-12-10,18,1397
CS1953,2015-03-07,20,1534
CS1954,2015-03-11,21,1549
CS1955,2015-02-12,20,1361
CS1956,2014-08-27,16,1131
CS1957,2015-01-07,23,1698
CS1958,2014-11-29,16,987
CS1959,2014-11-15,22,1537
CS1960,2015-03-06,19,1424
CS1961,2015-02-19,15,1102
CS1962,2014-07-13,14,1062
CS1963,2015-03-09,19,1352
CS1964,2015-03-01,24,1499
CS1965,2014-11-04,17,1182
CS1966,2015-02-23,16,1159
CS1967,2015-02-05,18,1279
CS1968,2015-03-04,22,1429
CS1969,2015-02-04,29,1851
CS1970,2015-03-12,15,1133
CS1971,2015-02-05,16,1130
CS1972,2015-02-18,22,1630
CS1973,2014-11-08,10,664
CS1974,2014-09-19,21,1447
CS1975,2014-12-21,27,1974
CS1976,2015-03-15,14,1036
CS1977,2015-02-26,18,1299
CS1978,2014-12-31,31,2220
CS1979,2014-11-12,17,1145
CS1980,2015-02-27,22,1583
CS1981,2015-03-09,17,1298
CS1982,2015-02-20,32,2354
CS1983,2014-07-23,15,1070
CS1984,2014-05-13,15,1043
CS1985,2015-01-20,20,1411
CS1986,2015-02-15,17,1148
CS1987,2015-02-10,24,1720
CS1988,2015-03-10,23,1569
CS1989,2015-03-07,19,1286
CS1990,2015-01-22,18,1276
CS1991,2015-03-15,22,1677
CS1992,2015-02-13,18,1408
CS1993,2014-09-22,19,1164
CS1994,2014-11-09,16,1115
CS1995,2014-09-30,23,1490
CS1996,2015-01-17,28,2038
CS1997,2014-11-01,17,1153
CS1998,2015-02-23,25,1779
CS1999,2015-03-09,14,1002
CS2000,2015-01-07,21,1395
CS2001,2014-11-11,21,1280
CS2002,2015-01-23,19,1419
CS2003,2015-01-04,24,1687
CS2004,2015-02-01,20,1444
CS2005,2015-02-15,24,1662
CS2006,2015-01-06,15,1114
CS2007,2015-01-22,18,1331
CS2008,2015-03-05,21,1442
CS2009,2015-03-11,12,943
CS2010,2014-11-27,17,1076
CS2011,2013-10-17,14,1078
CS2012,2014-11-27,11,862
CS2013,2015-01-20,18,1177
CS2014,2015-03-03,11,871
CS2015,2014-12-15,21,1542
CS2016,2014-12-11,21,1595
CS2017,2014-09-28,20,1286
CS2018,2015-02-11,19,1404
CS2019,2015-03-03,19,1390
CS2020,2014-11-06,18,1331
CS2021,2014-07-05,16,1211
CS2022,2015-02-15,26,1981
CS2023,2015-01-21,17,1212
CS2024,2014-09-25,17,1176
CS2025,2014-12-25,17,1252
CS2026,2015-03-14,28,1907
CS2027,2015-03-13,25,1648
CS2028,2014-12-24,14,891
CS2029,2014-10-30,17,1046
CS2030,2015-02-20,25,1674
CS2031,2015-02-07,24,1737
CS2032,2014-10-24,19,1289
CS2033,2014-08-31,9,571
CS2034,2014-08-28,21,1447
CS2035,2015-02-26,19,1344
CS2036,2015-02-01,26,1827
CS2037,2014-07-19,24,1663
CS2038,2015-01-26,21,1523
CS2039,2015-02-06,18,1302
CS2040,2015-03-15,22,1347
CS2041,2014-08-12,20,1301
CS2042,2015-01-21,23,1643
CS2043,2015-01-06,21,1420
CS2044,2015-02-01,20,1219
CS2045,2015-01-09,20,1460
CS2046,2015-03-09,13,987
CS2047,2015-02-15,23,1611
CS2048,2015-02-24,22,1677
CS2049,2014-11-12,22,1447
CS2050,2015-03-04,17,1188
CS2051,2014-12-09,20,1585
CS2052,2015-02-27,22,1626
CS2053,2015-03-04,20,1494
CS2054,2015-01-30,15,1074
CS2055,2015-02-03,29,1983
CS2056,2015-01-22,23,1577
CS2057,2015-02-23,17,1238
CS2058,2015-03-05,26,1776
CS2059,2014-11-23,25,1806
CS2060,2014-11-21,18,1089
CS2061,2015-03-13,22,1615
CS2062,2014-10-28,13,795
CS2063,2014-11-17,16,1091
CS2064,2014-11-05,16,1111
CS2065,2015-03-07,17,1069
CS2066,2014-10-23,15,975
CS2067,2014-09-25,20,1341
CS2068,2015-01-23,15,1073
CS2069,2014-12-02,21,1397
CS2070,2015-02-17,19,1354
CS2071,2015-02-21,16,1147
CS2072,2015-03-09,24,1712
CS2073,2015-02-09,21,1511
CS2074,2015-03-15,17,1241
CS2075,2015-01-11,17,1135
CS2076,2015-01-06,15,1019
CS2077,2015-03-08,12,683
CS2078,2015-01-03,20,1498
CS2079,2014-12-02,23,1576
CS2080,2015-01-08,18,1250
CS2081,2015-02-27,25,1749
CS2082,2014-11-24,15,977
CS2083,2015-02-22,26,1632
CS2084,2015-02-24,18,1257
CS2085,2014-09-24,25,1668
CS2086,2015-03-06,28,2071
CS2087,2015-02-23,15,1063
CS2088,2014-02-10,9,612
CS2089,2015-02-09,22,1598
CS2090,2014-10-09,13,939
CS2091,2014-12-06,24,1783
CS2092,2015-01-28,19,1387
CS2093,2015-01-28,20,1298
CS2094,2015-01-15,21,1406
CS2095,2015-03-03,27,1931
CS2096,2015-03-01,16,1136
CS2097,2015-03-08,15,1031
CS2098,2015-01-05,24,1760
CS2099,2014-12-18,14,1034
CS2100,2014-11-10,18,1227
CS2101,2015-01-13,19,1194
CS2102,2014-07-12,19,1356
CS2103,2015-02-09,17,1269
CS2104,2015-02-05,25,1726
CS2105,2014-05-25,15,963
CS2106,2015-02-18,17,1271
CS2107,2015-03-16,14,1047
CS2108,2015-02-02,16,1106
CS2109,2015-02-09,26,1836
CS2110,2014-11-13,17,1098
CS2111,2015-02-26,21,1518
CS2112,2015-03-14,19,1344
CS2113,2015-03-10,27,1892
CS2114,2015-02-07,16,1050
CS2115,2015-02-05,24,1807
CS2116,2015-02-12,27,1744
CS2117,2015-02-19,30,2020
CS2118,2014-08-03,16,1079
CS2119,2015-01-09,24,1775
CS2120,2014-10-11,15,948
CS2121,2015-02-13,18,1205
CS2122,2015-02-23,23,1648
CS2123,2014-12-04,21,1547
CS2124,2014-04-30,15,1027
CS2125,2014-11-08,19,1368
CS2126,2015-02-13,15,1093
CS2127,2015-03-05,29,2072
CS2128,2015-02-05,27,1766
CS2129,2015-02-28,21,1395
CS2130,2015-01-26,26,1853
CS2131,2014-09-12,12,885
CS2132,2014-12-07,14,973
CS2133,2015-01-01,14,902
CS2134,2015-01-07,19,1238
CS2135,2015-02-28,27,2036
CS2136,2015-01-16,13,861
CS2137,2015-03-13,25,1686
CS2138,2015-01-26,23,1710
CS2139,2015-02-02,21,1608
CS2140,2015-01-02,27,1978
CS2141,2015-03-16,17,1080
CS2142,2015-02-12,23,1733
CS2143,2015-02-14,15,1187
CS2144,2014-08-07,10,597
CS2145,2015-03-06,20,1379
CS2146,2014-12-30,22,1433
CS2147,2015-02-24,14,853
CS2148,2015-01-01,22,1495
CS2149,2015-02-28,23,1586
CS2150,2014-08-28,18,1089
CS2151,2015-02-19,16,1153
CS2152,2015-01-28,13,928
CS2153,2015-03-04,21,1550
CS2154,2014-09-08,18,1279
CS2155,2015-01-03,16,1087
CS2156,2015-03-10,15,941
CS2157,2015-03-08,18,1449
CS2158,2014-09-09,18,1305
CS2159,2015-02-18,19,1223
CS2160,2015-01-09,11,614
CS2161,2015-02-17,18,1182
CS2162,2015-01-15,18,1263
CS2163,2014-09-04,14,924
CS2164,2014-06-24,17,1184
CS2165,2014-11-10,14,914
CS2166,2014-09-24,19,1351
CS2167,2015-01-19,24,1739
CS2168,2015-01-29,19,1370
CS2169,2015-01-27,8,626
CS2170,2015-01-07,19,1425
CS2171,2014-12-25,16,1071
CS2172,2015-02-15,20,1490
CS2173,2014-08-21,18,1143
CS2174,2015-02-02,23,1735
CS2175,2014-12-06,23,1611
CS2176,2014-12-28,21,1425
CS2177,2015-03-16,19,1321
CS2178,2015-03-11,26,1854
CS2179,2014-12-25,30,1991
CS2180,2015-02-21,23,1685
CS2181,2014-12-21,15,1159
CS2182,2015-01-03,26,1883
CS2183,2015-01-16,13,855
CS2184,2015-03-02,20,1259
CS2185,2014-10-09,15,988
CS2186,2015-03-12,20,1437
CS2187,2015-01-20,24,1856
CS2188,2015-03-15,19,1128
CS2189,2015-01-12,21,1514
CS2190,2014-11-17,23,1621
CS2191,2015-02-11,22,1466
CS2192,2014-10-15,14,1086
CS2193,2015-02-23,16,1138
CS2194,2015-02-09,24,1803
CS2195,2015-03-03,24,1758
CS2196,2015-01-11,14,1156
CS2197,2014-11-19,21,1496
CS2198,2014-12-25,24,1685
CS2199,2015-01-03,28,1720
CS2200,2015-02-09,19,1330
CS2201,2015-03-05,18,1248
CS2202,2015-01-31,26,1743
CS2203,2015-03-13,16,1016
CS2204,2015-02-12,18,1292
CS2205,2015-01-16,28,1843
CS2206,2015-02-28,18,1291
CS2207,2015-02-22,26,1818
CS2208,2015-02-02,28,1782
CS2209,2014-10-29,15,949
CS2210,2014-12-10,20,1415
CS2211,2014-10-07,11,834
CS2212,2014-11-21,17,1152
CS2213,2015-03-15,24,1540
CS2214,2015-01-07,21,1440
CS2215,2015-02-15,25,1865
CS2216,2014-08-28,22,1486
CS2217,2015-02-24,17,1290
CS2218,2015-02-23,17,1157
CS2219,2015-02-14,17,1038
CS2220,2015-02-13,27,1970
CS2221,2015-01-21,18,1183
CS2222,2015-01-19,14,949
CS2223,2015-03-13,27,1868
CS2224,2014-12-21,14,1073
CS2225,2014-12-19,20,1411
CS2226,2015-03-09,17,1270
CS2227,2015-02-17,21,1288
CS2228,2015-03-06,19,1315
CS2229,2015-02-23,23,1810
CS2230,2015-01-18,24,1600
CS2231,2015-01-19,18,1389
CS2232,2014-09-01,22,1243
CS2233,2015-03-01,23,1847
CS2234,2014-12-21,10,808
CS2235,2015-02-13,17,1228
CS2236,2015-02-08,25,1547
CS2237,2015-02-18,26,1882
CS2238,2015-03-16,15,1156
CS2239,2014-07-01,19,1197
CS2240,2014-11-22,13,973
CS2241,2015-03-14,21,1540
CS2242,2014-12-03,17,1236
CS2243,2015-02-23,14,969
CS2244,2015-02-06,21,1587
CS2245,2015-02-23,20,1406
CS2246,2015-03-09,23,1710
CS2247,2015-03-09,17,1138
CS2248,2015-01-15,16,1092
CS2249,2015-01-22,23,1635
CS2250,2015-03-07,18,1318
CS2251,2015-03-03,25,1745
CS2252,2015-02-10,31,2120
CS2253,2015-01-19,17,1262
CS2254,2014-12-05,21,1331
CS2255,2015-03-07,17,1222
CS2256,2015-02-09,19,1337
CS2257,2014-12-27,23,1757
CS2258,2014-10-02,18,1244
CS2259,2015-02-16,17,1245
CS2260,2015-02-03,18,1126
CS2261,2014-07-11,18,1183
CS2262,2014-11-22,18,1334
CS2263,2015-02-05,27,2019
CS2264,2015-02-02,21,1627
CS2265,2015-01-11,15,910
CS2266,2015-02-23,16,1043
CS2267,2015-01-11,17,1267
CS2268,2015-01-07,19,1470
CS2269,2015-03-10,26,1623
CS2270,2014-11-02,15,1121
CS2271,2015-03-09,23,1619
CS2272,2015-02-03,17,1144
CS2273,2015-01-05,25,1935
CS2274,2015-02-22,18,1124
CS2275,2015-02-14,15,1063
CS2276,2014-10-08,14,1071
CS2277,2014-07-06,24,1682
CS2278,2014-08-19,14,826
CS2279,2015-02-06,22,1546
CS2280,2014-12-25,24,1569
CS2281,2014-02-17,19,1498
CS2282,2015-01-09,21,1452
CS2283,2015-03-01,22,1552
CS2284,2014-12-01,29,2179
CS2285,2015-03-09,29,2022
CS2286,2014-02-26,15,1088
CS2287,2015-02-03,17,1170
CS2288,2015-02-09,19,1254
CS2289,2014-10-08,20,1311
CS2290,2015-03-13,26,1823
CS2291,2015-03-13,20,1424
CS2292,2014-11-05,23,1582
CS2293,2015-01-30,22,1513
CS2294,2015-03-04,22,1615
CS2295,2014-10-31,21,1450
CS2296,2015-02-13,25,1876
CS2297,2015-01-02,19,1447
CS2298,2015-02-05,21,1568
CS2299,2015-01-04,29,1982
CS2300,2014-12-23,23,1648
CS2301,2014-11-30,14,968
CS2302,2014-12-24,23,1585
CS2303,2015-01-20,24,1673
CS2304,2015-03-06,16,1214
CS2305,2015-02-24,24,1717
CS2306,2015-01-21,21,1454
CS2307,2013-12-23,16,1207
CS2308,2014-12-30,22,1542
CS2309,2015-01-29,22,1472
CS2310,2015-02-16,28,2035
CS2311,2015-01-03,18,1321
CS2312,2014-11-27,26,1769
CS2313,2015-03-06,22,1507
CS2314,2015-01-21,16,982
CS2315,2014-09-18,16,1022
CS2316,2015-03-13,33,2330
CS2317,2015-03-04,21,1403
CS2318,2014-11-22,17,1305
CS2319,2014-11-29,18,1253
CS2320,2015-01-24,19,1379
CS2321,2014-08-25,20,1560
CS2322,2015-02-10,18,1360
CS2323,2015-02-12,22,1661
CS2324,2015-02-15,13,898
CS2325,2015-01-11,18,1222
CS2326,2015-02-21,11,681
CS2327,2015-02-24,26,1841
CS2328,2015-02-20,27,1868
CS2329,2014-12-02,21,1531
CS2330,2014-10-17,19,1458
CS2331,2015-03-07,26,1831
CS2332,2014-06-02,16,909
CS2333,2015-03-02,24,1822
CS2334,2014-12-30,17,1202
CS2335,2014-07-26,18,1112
CS2336,2015-02-22,22,1678
CS2337,2015-03-11,21,1454
CS2338,2015-03-16,27,2073
CS2339,2015-01-07,13,862
CS2340,2015-01-24,21,1487
CS2341,2015-02-18,24,1668
CS2342,2015-01-14,17,1165
CS2343,2014-12-06,18,1330
CS2344,2015-01-17,23,1660
CS2345,2015-03-08,29,2051
CS2346,2015-02-04,28,1817
CS2347,2015-03-12,18,1267
CS2348,2014-10-25,25,1598
CS2349,2015-02-19,20,1421
CS2350,2015-02-26,23,1584
CS2351,2015-01-11,23,1679
CS2352,2014-10-06,20,1539
CS2353,2014-11-24,16,1114
CS2354,2015-03-04,23,1682
CS2355,2014-11-07,20,1458
CS2356,2014-08-31,20,1335
CS2357,2015-03-15,24,1753
CS2358,2014-07-21,15,1105
CS2359,2015-02-12,24,1770
CS2360,2015-02-06,13,881
CS2361,2014-12-16,30,2193
CS2362,2015-01-10,21,1505
CS2363,2015-02-26,24,1550
CS2364,2015-02-22,25,1866
CS2365,2014-12-29,15,994
CS2366,2015-02-28,18,1156
CS2367,2014-12-25,19,1208
CS2368,2015-03-09,27,1859
CS2369,2015-01-28,24,1736
CS2370,2015-03-06,21,1420
CS2371,2015-01-23,22,1455
CS2372,2015-02-24,22,1569
CS2373,2014-10-13,26,1728
CS2374,2014-10-26,20,1340
CS2375,2015-02-12,21,1627
CS2376,2014-08-21,10,656
CS2377,2015-01-12,24,1763
CS2378,2015-02-10,25,1680
CS2379,2015-01-28,16,1225
CS2380,2014-12-01,9,717
CS2381,2015-01-28,19,1292
CS2382,2014-11-13,17,1247
CS2383,2015-02-12,20,1227
CS2384,2015-01-31,21,1323
CS2385,2015-01-09,18,1299
CS2386,2014-11-29,21,1552
CS2387,2014-10-09,24,1758
CS2388,2015-02-13,21,1445
CS2389,2015-01-26,20,1613
CS2390,2014-08-24,10,736
CS2391,2015-02-16,25,1768
CS2392,2014-10-16,18,1288
CS2393,2015-02-28,20,1283
CS2394,2015-01-20,18,1378
CS2395,2014-10-07,22,1498
CS2396,2015-02-01,11,796
CS2397,2015-01-06,23,1513
CS2398,2015-01-03,18,1338
CS2399,2015-01-27,25,1777
CS2400,2015-01-27,16,1082
CS2401,2015-02-22,15,1010
CS2402,2014-12-23,13,1063
CS2403,2014-12-21,24,1640
CS2404,2014-12-14,23,1641
CS2405,2015-01-07,12,834
CS2406,2014-10-17,15,1052
CS2407,2015-02-16,25,1732
CS2408,2015-03-06,11,687
CS2409,2014-08-18,15,989
CS2410,2014-11-03,13,847
CS2411,2014-10-13,21,1527
CS2412,2015-02-16,16,1084
CS2413,2015-01-31,15,1074
CS2414,2015-01-09,19,1492
CS2415,2015-02-03,25,1821
CS2416,2015-03-11,20,1353
CS2417,2015-01-14,18,1235
CS2418,2015-02-01,15,951
CS2419,2015-01-13,22,1676
CS2420,2014-11-26,22,1470
CS2421,2014-11-30,28,2054
CS2422,2015-01-11,20,1435
CS2423,2015-03-11,20,1333
CS2424,2015-02-14,20,1536
CS2425,2015-03-06,23,1647
CS2426,2015-03-10,18,1288
CS2427,2015-03-15,15,1122
CS2428,2014-08-19,20,1446
CS2429,2014-10-31,25,1816
CS2430,2015-02-01,27,1756
CS2431,2014-11-08,14,981
CS2432,2015-02-13,19,1493
CS2433,2015-01-06,30,1928
CS2434,2015-02-05,26,1746
CS2435,2014-09-16,16,1056
CS2436,2015-02-24,22,1607
CS2437,2015-01-18,21,1611
CS2438,2015-02-13,22,1423
CS2439,2015-02-13,23,1618
CS2440,2014-10-16,11,809
CS2441,2015-02-18,23,1513
CS2442,2015-02-12,28,1869
CS2443,2015-03-06,19,1246
CS2444,2015-03-03,15,938
CS2445,2015-03-13,19,1135
CS2446,2014-08-13,10,701
CS2447,2014-08-13,17,1329
CS2448,2015-02-19,21,1373
CS2449,2015-01-31,16,1166
CS2450,2015-03-07,16,1238
CS2451,2015-02-24,16,1169
CS2452,2014-12-06,20,1291
CS2453,2014-11-22,19,1374
CS2454,2015-02-03,23,1643
CS2455,2015-02-13,24,1520
CS2456,2015-03-03,17,1219
CS2457,2014-11-17,24,1572
CS2458,2015-01-26,16,1038
CS2459,2014-12-03,27,1968
CS2460,2014-10-18,23,1527
CS2461,2015-01-04,22,1355
CS2462,2014-11-27,20,1431
CS2463,2015-03-03,17,1131
CS2464,2015-01-17,18,1243
CS2465,2015-02-22,20,1456
CS2466,2015-02-23,16,1030
CS2467,2015-02-04,13,814
CS2468,2015-02-27,25,1892
CS2469,2015-02-14,20,1322
CS2470,2014-12-29,15,1216
CS2471,2014-11-05,18,1218
CS2472,2015-01-23,19,1231
CS2473,2015-02-28,19,1429
CS2474,2014-11-20,17,1070
CS2475,2015-03-08,16,989
CS2476,2015-01-22,22,1676
CS2477,2015-03-10,15,969
CS2478,2014-10-25,17,1164
CS2479,2015-02-06,10,747
CS2480,2014-12-07,19,1296
CS2481,2014-11-26,15,906
CS2482,2014-11-29,31,2098
CS2483,2014-11-30,15,1136
CS2484,2014-11-29,17,1142
CS2485,2015-02-13,21,1517
CS2486,2014-12-29,20,1418
CS2487,2015-03-16,25,1727
CS2488,2014-12-19,19,1318
CS2489,2014-09-11,19,1228
CS2490,2015-01-30,22,1561
CS2491,2015-01-30,19,1282
CS2492,2014-12-12,17,1211
CS2493,2015-03-15,28,1817
CS2494,2015-03-15,21,1678
CS2495,2015-02-11,17,1067
CS2496,2015-02-13,23,1573
CS2497,2014-05-25,17,1069
CS2498,2015-02-15,14,896
CS2499,2015-03-02,21,1515
CS2500,2014-09-29,17,1103
CS2501,2015-02-17,23,1600
CS2502,2014-12-08,24,1871
CS2503,2014-09-29,15,1001
CS2504,2015-01-22,11,927
CS2505,2014-11-18,16,1106
CS2506,2015-01-20,20,1505
CS2507,2014-08-16,23,1721
CS2508,2015-02-01,29,2049
CS2509,2014-03-25,13,981
CS2510,2014-12-31,20,1300
CS2511,2015-01-30,18,1291
CS2512,2015-01-22,25,1877
CS2513,2014-11-13,22,1619
CS2514,2015-03-06,21,1405
CS2515,2015-02-16,22,1517
CS2516,2015-02-15,17,1258
CS2517,2015-01-06,15,918
CS2518,2015-03-10,21,1293
CS2519,2015-03-08,25,1934
CS2520,2015-02-28,22,1524
CS2521,2015-01-31,21,1401
CS2522,2014-10-06,19,1373
CS2523,2014-12-13,17,1150
CS2524,2015-03-08,16,1164
CS2525,2015-01-16,20,1435
CS2526,2015-02-13,14,1014
CS2527,2015-02-16,23,1654
CS2528,2014-10-21,17,1132
CS2529,2015-02-09,19,1564
CS2530,2015-03-14,19,1122
CS2531,2014-11-14,26,1770
CS2532,2015-01-28,14,1106
CS2533,2015-03-06,24,1609
CS2534,2014-11-24,19,1391
CS2535,2015-01-04,18,1355
CS2536,2015-02-20,25,1886
CS2537,2015-02-14,17,1095
CS2538,2015-02-27,22,1477
CS2539,2014-12-31,18,1259
CS2540,2014-09-01,20,1352
CS2541,2014-10-11,28,1968
CS2542,2015-01-10,17,1283
CS2543,2015-01-21,22,1596
CS2544,2015-01-04,22,1490
CS2545,2015-01-18,24,1828
CS2546,2015-02-08,24,1588
CS2547,2015-02-20,19,1342
CS2548,2014-10-04,24,1661
CS2549,2015-01-04,17,1213
CS2550,2015-03-06,12,742
CS2551,2015-02-21,22,1670
CS2552,2015-02-25,27,1827
CS2553,2014-10-11,17,1200
CS2554,2015-01-20,12,851
CS2555,2015-03-16,18,1146
CS2556,2015-03-03,19,1464
CS2557,2015-03-11,16,1193
CS2558,2014-11-16,19,1305
CS2559,2014-02-21,10,774
CS2560,2014-11-11,16,1012
CS2561,2015-01-27,19,1237
CS2562,2015-03-05,13,999
CS2563,2015-03-15,17,1055
CS2564,2015-01-19,16,1114
CS2565,2015-01-21,22,1461
CS2566,2014-11-18,17,1243
CS2567,2015-03-15,17,1156
CS2568,2015-03-11,28,1901
CS2569,2015-03-06,24,1773
CS2570,2014-11-03,10,754
CS2571,2015-02-04,21,1590
CS2572,2015-01-10,15,1101
CS2573,2014-09-01,18,1218
CS2574,2015-02-11,15,990
CS2575,2015-01-11,24,1859
CS2576,2014-02-17,12,916
CS2577,2015-03-08,18,1303
CS2578,2015-02-08,25,1701
CS2579,2015-03-08,30,2006
CS2580,2015-02-15,20,1187
CS2581,2015-01-21,14,1075
CS2582,2015-02-18,29,1861
CS2583,2015-01-24,15,987
CS2584,2015-01-13,25,1814
CS2585,2015-03-16,21,1484
CS2586,2015-02-08,16,1061
CS2587,2015-02-22,12,747
CS2588,2014-12-11,23,1561
CS2589,2015-01-23,20,1442
CS2590,2015-02-21,22,1437
CS2591,2015-01-25,22,1609
CS2592,2015-02-05,20,1519
CS2593,2015-02-28,14,1199
CS2594,2015-03-14,20,1420
CS2595,2015-02-27,23,1516
CS2596,2014-12-22,12,923
CS2597,2015-01-10,21,1474
CS2598,2014-12-26,18,1244
CS2599,2015-02-14,28,1974
CS2600,2015-02-23,25,1768
CS2601,2015-02-25,25,1840
CS2602,2014-11-15,20,1484
CS2603,2015-02-08,17,1206
CS2604,2015-01-27,22,1426
CS2605,2014-12-19,18,1182
CS2606,2015-02-23,17,1211
CS2607,2015-03-07,13,783
CS2608,2015-01-13,16,993
CS2609,2015-01-26,15,1156
CS2610,2015-01-16,22,1649
CS2611,2015-01-27,21,1623
CS2612,2014-12-27,21,1510
CS2613,2015-02-18,22,1537
CS2614,2015-02-07,18,1180
CS2615,2015-02-20,30,2090
CS2616,2015-03-16,9,569
CS2617,2014-10-10,17,1157
CS2618,2014-08-28,18,1305
CS2619,2015-01-09,21,1387
CS2620,2014-10-25,35,2360
CS2621,2015-01-06,23,1540
CS2622,2015-02-12,21,1664
CS2623,2015-03-01,23,1629
CS2624,2015-02-07,27,1919
CS2625,2014-11-15,25,1762
CS2626,2014-09-25,12,926
CS2627,2015-02-25,21,1524
CS2628,2015-02-12,29,2135
CS2629,2014-12-04,12,828
CS2630,2014-11-22,17,1234
CS2631,2015-03-15,13,972
CS2632,2014-11-05,18,1164
CS2633,2014-11-26,19,1371
CS2634,2014-10-26,19,1423
CS2635,2015-01-21,23,1438
CS2636,2015-03-10,16,1164
CS2637,2015-01-17,26,1902
CS2638,2015-03-11,25,1690
CS2639,2015-02-01,26,1797
CS2640,2015-01-28,18,1296
CS2641,2014-12-24,19,1227
CS2642,2014-07-27,17,1180
CS2643,2014-10-01,22,1644
CS2644,2015-02-19,20,1507
CS2645,2015-02-22,14,858
CS2646,2015-02-19,17,1019
CS2647,2015-03-13,23,1830
CS2648,2015-02-19,25,1610
CS2649,2014-11-30,21,1460
CS2650,2014-07-16,15,1149
CS2651,2015-01-06,22,1712
CS2652,2014-11-28,20,1440
CS2653,2014-12-14,22,1454
CS2654,2015-01-19,16,952
CS2655,2015-02-13,27,1896
CS2656,2015-01-30,24,1729
CS2657,2015-02-04,29,2286
CS2658,2015-02-17,24,1816
CS2659,2015-02-27,20,1429
CS2660,2015-02-08,15,844
CS2661,2014-11-16,26,1874
CS2662,2015-02-27,26,1735
CS2663,2015-03-09,24,1788
CS2664,2015-01-13,23,1512
CS2665,2015-02-21,19,1273
CS2666,2014-11-13,18,1321
CS2667,2015-02-15,14,993
CS2668,2014-12-28,19,1427
CS2669,2015-01-18,30,1953
CS2670,2015-03-10,20,1398
CS2671,2015-02-05,20,1554
CS2672,2015-03-10,20,1530
CS2673,2015-03-15,15,1112
CS2674,2014-11-19,12,854
CS2675,2014-12-21,17,1411
CS2676,2014-12-17,24,1693
CS2677,2014-10-16,14,1025
CS2678,2014-11-25,13,978
CS2679,2014-12-25,29,1986
CS2680,2015-01-08,16,986
CS2681,2015-02-04,21,1305
CS2682,2015-03-02,29,2045
CS2683,2015-01-30,25,1665
CS2684,2014-12-21,15,1184
CS2685,2015-03-08,20,1474
CS2686,2015-02-12,22,1399
CS2687,2015-03-07,28,1731
CS2688,2015-02-02,22,1452
CS2689,2015-02-17,13,992
CS2690,2015-02-16,21,1560
CS2691,2014-05-28,16,1121
CS2692,2015-02-15,28,1913
CS2693,2015-01-29,21,1655
CS2694,2014-09-14,19,1269
CS2695,2014-12-06,23,1538
CS2696,2014-12-01,18,1292
CS2697,2015-03-13,16,1060
CS2698,2015-03-10,12,671
CS2699,2015-01-01,19,1280
CS2700,2015-02-07,26,1874
CS2701,2015-02-13,18,1101
CS2702,2015-01-14,29,2090
CS2703,2015-03-05,25,1615
CS2704,2015-02-03,20,1462
CS2705,2014-12-10,17,1268
CS2706,2014-11-22,20,1434
CS2707,2015-03-14,21,1498
CS2708,2015-03-01,23,1546
CS2709,2015-03-07,13,936
CS2710,2015-03-09,22,1635
CS2711,2014-09-10,18,1302
CS2712,2015-03-10,20,1366
CS2713,2015-02-19,20,1329
CS2714,2015-02-07,13,871
CS2715,2015-03-15,20,1369
CS2716,2015-01-21,16,1335
CS2717,2014-09-19,12,827
CS2718,2014-11-03,11,751
CS2719,2014-08-29,25,1667
CS2720,2014-11-20,21,1294
CS2721,2015-02-20,23,1722
CS2722,2015-01-26,21,1431
CS2723,2015-02-03,21,1446
CS2724,2014-07-01,14,1166
CS2725,2014-10-01,21,1395
CS2726,2015-02-22,20,1421
CS2727,2015-02-06,25,1698
CS2728,2014-12-19,20,1488
CS2729,2014-12-30,21,1401
CS2730,2014-04-01,16,1186
CS2731,2015-02-28,22,1736
CS2732,2015-02-11,18,1362
CS2733,2015-02-03,24,1725
CS2734,2015-01-02,19,1242
CS2735,2015-03-13,26,1813
CS2736,2015-03-02,25,1733
CS2737,2015-02-16,20,1317
CS2738,2014-11-23,25,1799
CS2739,2014-12-02,27,1962
CS2740,2014-08-31,14,1048
CS2741,2015-03-08,23,1528
CS2742,2014-12-06,24,1565
CS2743,2014-11-11,20,1295
CS2744,2015-02-06,18,1174
CS2745,2015-02-17,24,1525
CS2746,2015-03-12,15,1023
CS2747,2015-01-06,18,1284
CS2748,2014-11-28,23,1537
CS2749,2015-02-17,18,1225
CS2750,2015-02-22,17,1067
CS2751,2015-02-03,22,1571
CS2752,2014-11-23,18,1100
CS2753,2015-02-22,18,1256
CS2754,2015-01-06,22,1638
CS2755,2015-02-25,30,1983
CS2756,2014-11-09,23,1450
CS2757,2015-01-21,22,1526
CS2758,2015-03-01,15,957
CS2759,2015-01-07,18,1315
CS2760,2015-02-06,15,1091
CS2761,2015-02-10,17,1214
CS2762,2014-08-12,12,755
CS2763,2015-03-16,11,839
CS2764,2015-01-19,13,990
CS2765,2015-03-04,24,1639
